node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
russia_ukraine_war::defense_prod_capacity,russia_ukraine_war,Defense production capacity,21.0,22.0,buffering (inert),0.0,0.0,12.6,13.2,0.0,0,reactive (sensor)
russia_ukraine_war::gray_zone_intensity,russia_ukraine_war,Gray‑zone attack intensity,25.0,21.0,active (lever),0.0,0.0,15.0,12.6,0.0,0,active (lever)
monetary_bond_stress::commodity_price_levels,monetary_bond_stress,Commodity price levels,25.0,9.0,active (lever),0.0,0.0,15.0,5.3999999999999995,0.0,0,active (lever)
monetary_bond_stress::equity_implied_vol,monetary_bond_stress,Equity implied volatility,15.0,23.0,reactive (sensor),0.0,0.0,9.0,13.799999999999999,0.0,0,reactive (sensor)
monetary_bond_stress::market_liquidity,monetary_bond_stress,Market liquidity,18.0,20.0,buffering (inert),0.0,0.0,10.799999999999999,12.0,0.0,0,buffering (inert)
monetary_bond_stress::investor_risk_appetite,monetary_bond_stress,Investor risk appetite,21.0,22.0,critical (risk),0.0,0.0,12.6,13.2,0.0,0,reactive (sensor)
monetary_bond_stress::government_debt_ratio,monetary_bond_stress,Government debt ratio,14.0,7.0,buffering (inert),0.0,0.0,8.4,4.2,0.0,0,buffering (inert)
monetary_bond_stress::exchange_rate_levels,monetary_bond_stress,Exchange rate levels,22.0,28.0,critical (risk),0.0,0.0,13.2,16.8,0.0,0,reactive (sensor)
monetary_bond_stress::fx_volatility,monetary_bond_stress,FX volatility,16.0,22.0,reactive (sensor),0.0,0.0,9.6,13.2,0.0,0,reactive (sensor)
monetary_bond_stress::fiscal_deficit_flow,monetary_bond_stress,Fiscal deficit flow,16.0,6.0,buffering (inert),0.0,0.0,9.6,3.5999999999999996,0.0,0,buffering (inert)
monetary_bond_stress::inflation_expectations,monetary_bond_stress,Inflation expectations,25.0,19.0,active (lever),0.0,0.0,15.0,11.4,0.0,0,active (lever)
monetary_bond_stress::yield_curve_slope,monetary_bond_stress,Yield curve slope,15.0,29.0,reactive (sensor),0.0,0.0,9.0,17.4,0.0,0,reactive (sensor)
energy_geopolitics_shift::control_concentration,energy_geopolitics_shift,Control concentration,24.0,23.0,buffering (inert),0.0,0.0,14.399999999999999,13.799999999999999,0.0,0,critical (risk)
energy_geopolitics_shift::price_expectations,energy_geopolitics_shift,Price expectations,23.0,25.0,reactive (sensor),0.0,0.0,13.799999999999999,15.0,0.0,0,critical (risk)
energy_geopolitics_shift::domestic_support,energy_geopolitics_shift,Domestic political support,26.0,31.0,critical (risk),0.0,0.0,15.6,18.599999999999998,0.0,0,critical (risk)
energy_geopolitics_shift::military_energy_role,energy_geopolitics_shift,Military/national-security role in energy,26.0,21.0,active (lever),0.0,0.0,15.6,12.6,0.0,0,active (lever)
energy_geopolitics_shift::perceived_energy_sec,energy_geopolitics_shift,Perceived energy security,25.0,32.0,reactive (sensor),0.0,0.0,15.0,19.2,0.0,0,critical (risk)
energy_geopolitics_shift::legal_clarity_contracts,energy_geopolitics_shift,Legal clarity of contracts,28.0,17.0,active (lever),0.0,0.0,16.8,10.2,0.0,0,active (lever)
energy_geopolitics_shift::global_market_liquidity,energy_geopolitics_shift,Global market liquidity,22.0,23.0,buffering (inert),0.0,0.0,13.2,13.799999999999999,0.0,0,reactive (sensor)
energy_geopolitics_shift::reserve_management_rate,energy_geopolitics_shift,Strategic reserve management rate,24.0,25.0,reactive (sensor),0.0,0.0,14.399999999999999,15.0,0.0,0,critical (risk)
energy_geopolitics_shift::regulatory_strength,energy_geopolitics_shift,Regulatory authority strength,30.0,24.0,active (lever),0.0,0.0,18.0,14.399999999999999,0.0,0,critical (risk)
energy_geopolitics_shift::operational_invest_rate,energy_geopolitics_shift,Operational investment rate,25.0,34.0,reactive (sensor),0.0,0.0,15.0,20.4,0.0,0,critical (risk)
energy_geopolitics_shift::contract_transparency,energy_geopolitics_shift,Contract transparency,23.0,20.0,buffering (inert),0.0,0.0,13.799999999999999,12.0,0.0,0,active (lever)
ai_tech_competition::talent_mobility,ai_tech_competition,Talent mobility,15.0,20.0,reactive (sensor),0.0,0.0,9.0,12.0,0.0,0,buffering (inert)
ai_tech_competition::r_and_d_intensity,ai_tech_competition,R&D intensity,20.0,20.0,critical (risk),0.0,0.0,12.0,12.0,0.0,0,buffering (inert)
ai_tech_competition::compute_capacity,ai_tech_competition,Compute capacity,15.0,10.0,buffering (inert),0.0,0.0,9.0,6.0,0.0,0,buffering (inert)
ai_tech_competition::platform_gatekeeping,ai_tech_competition,Platform gatekeeping,21.0,20.0,critical (risk),0.0,0.0,12.6,12.0,0.0,0,buffering (inert)
ai_tech_competition::data_availability,ai_tech_competition,Data availability,20.0,12.0,active (lever),0.0,0.0,12.0,7.199999999999999,0.0,0,buffering (inert)
ai_tech_competition::job_displacement_rate,ai_tech_competition,Job displacement rate,16.0,18.0,buffering (inert),0.0,0.0,9.6,10.799999999999999,0.0,0,buffering (inert)
ai_tech_competition::model_diffusion,ai_tech_competition,Model diffusion,20.0,26.0,critical (risk),0.0,0.0,12.0,15.6,0.0,0,reactive (sensor)
ai_tech_competition::skill_reshaping,ai_tech_competition,Skill reshaping,9.0,22.0,reactive (sensor),0.0,0.0,5.3999999999999995,13.2,0.0,0,reactive (sensor)
ai_tech_competition::public_trust,ai_tech_competition,Public trust,13.0,17.0,buffering (inert),0.0,0.0,7.8,10.2,0.0,0,buffering (inert)
ai_tech_competition::social_backlash,ai_tech_competition,Social backlash,21.0,16.0,active (lever),0.0,0.0,12.6,9.6,0.0,0,buffering (inert)
ai_tech_competition::financial_stability_risk,ai_tech_competition,Financial stability risk,16.0,19.0,buffering (inert),0.0,0.0,9.6,11.4,0.0,0,buffering (inert)
